"user_text","user_audio","assistant_text","asr_text"
"Start the track Cotton tail on Random Access Memories","00711.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Cotton tail</title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Cotton Tail</title><genre>GENRE</genre><album>Random Access Memories</album></arguments></tool_call><end_of_turn>"
"Start the track Cotton tail on Random Access Memories","00712.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Cotton tail</title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Cotton Tail</title><genre>GENRE</genre><album>Random Access Memories</album></arguments></tool_call><end_of_turn>"
"Play Autumn Leaves off Rumours","00713.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Autumn Leaves</title><genre></genre><album>Rumours</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Awesome</artist><title>Leaves of Rumus</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Autumn Leaves off Rumours","00714.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Autumn Leaves</title><genre></genre><album>Rumours</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Autumn Leaves</title><genre>GENRE</genre><album>Rumours</album></arguments></tool_call><end_of_turn>"
"Put on 'All of Me' from the album 'Reputation'","00715.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>All of Me</title><genre></genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Noel</artist><title>All of Me</title><genre></genre><album>Reputation</album></arguments></tool_call><end_of_turn>"
"Put on 'All of Me' from the album 'Reputation'","00716.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>All of Me</title><genre></genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>RONALD</artist><title>Ruptation</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start the track Levitating on 21","00717.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Levitating</title><genre></genre><album>21</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start the track Levitating on 21","00718.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Levitating</title><genre></genre><album>21</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>21</album></arguments></tool_call><end_of_turn>"
"Can you play 'Yesterday' from the album 'Greatest Hits'","00719.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Yesterday</title><genre></genre><album>Greatest Hits</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>YESTERDAY</title><genre></genre><album>GREATEST HITS</album></arguments></tool_call><end_of_turn>"
"Can you play 'Yesterday' from the album 'Greatest Hits'","00720.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Yesterday</title><genre></genre><album>Greatest Hits</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>yesterday</title><genre></genre><album>greatest hits</album></arguments></tool_call><end_of_turn>"
"Start the track Thinking Out Loud on Ellington at Newport","00721.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Thinking Out Loud</title><genre></genre><album>Ellington at Newport</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ellington</artist><title>Thinking Out Loud</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start the track Thinking Out Loud on Ellington at Newport","00722.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Thinking Out Loud</title><genre></genre><album>Ellington at Newport</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ELLINGTON</artist><title>THINKING OUT LOUD</title><genre></genre><album>NEWPORT</album></arguments></tool_call><end_of_turn>"
"Pull up 'So What' from the album 'Scorpion'","00723.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album>Scorpion</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Scorpion</album></arguments></tool_call><end_of_turn>"
"Pull up 'So What' from the album 'Scorpion'","00724.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album>Scorpion</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Scorpion</album></arguments></tool_call><end_of_turn>"
"Start the track Purple Haze on The Magic Flute","00725.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Purple Haze</title><genre></genre><album>The Magic Flute</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Purple Haze</title><genre>GENRE</genre><album>Magic Flutes</album></arguments></tool_call><end_of_turn>"
"Start the track Purple Haze on The Magic Flute","00726.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Purple Haze</title><genre></genre><album>The Magic Flute</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Purple Haze</title><genre>GENRE</genre><album>Magic Flute</album></arguments></tool_call><end_of_turn>"
"Start the track Cotton tail on Time Out","00727.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Cotton tail</title><genre></genre><album>Time Out</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start the track Cotton tail on Time Out","00728.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Cotton tail</title><genre></genre><album>Time Out</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Cotton Tail</title><genre></genre><album>Timeout</album></arguments></tool_call><end_of_turn>"
"Start the track Halo on Lemonade","00729.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album>Lemonade</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>HELO</title><genre>GENRE</genre><album>LEMONADE</album></arguments></tool_call><end_of_turn>"
"Start the track Halo on Lemonade","00730.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album>Lemonade</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start the track So What on Italy","00731.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start the track So What on Italy","00732.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>SO WHAT</title><genre>ITALY</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Shape of You off Moonlight Sonata","00733.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Shape of You</title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nick Rate</artist><title>Shape of You</title><genre>New Instrument Tune</genre><album>Moonlight Sonata</album></arguments></tool_call><end_of_turn>"
"Play Shape of You off Moonlight Sonata","00734.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Shape of You</title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Shape of You</title><genre></genre><album>Of Moonlight Sonata</album></arguments></tool_call><end_of_turn>"
"Initiate 'Blinding Lights' from the album 'My Beautiful Dark Twisted Fantasy'","00735.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album>My Beautiful Dark Twisted Fantasy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>My Beautiful Dark Twisted Fantasy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Initiate 'Blinding Lights' from the album 'My Beautiful Dark Twisted Fantasy'","00736.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album>My Beautiful Dark Twisted Fantasy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>My Beautiful Dark Twisted Fantasy</album></arguments></tool_call><end_of_turn>"
"Queue up 'Imagine' from the album 'The Magic Flute'","00737.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Imagine</title><genre></genre><album>The Magic Flute</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>The Magic Flute</album></arguments></tool_call><end_of_turn>"
"Queue up 'Imagine' from the album 'The Magic Flute'","00738.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Imagine</title><genre></genre><album>The Magic Flute</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Queue up 'Despacito' from the album 'Reputation'","00739.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Despacito</title><genre></genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Reputation</album></arguments></tool_call><end_of_turn>"
"Queue up 'Despacito' from the album 'Reputation'","00740.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Despacito</title><genre></genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Reputation</album></arguments></tool_call><end_of_turn>"
"Start the track Someone Like You on Folklore","00741.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Someone Like You</title><genre></genre><album>Folklore</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Unknown</artist><title>Someone Like You</title><genre>Folk</genre><album>Unknown</album></arguments></tool_call><end_of_turn>"
"Start the track Someone Like You on Folklore","00742.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Someone Like You</title><genre></genre><album>Folklore</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>SAM WOMAN LIKE YOU</title><genre>FOLKLORE</genre><album>Folklore</album></arguments></tool_call><end_of_turn>"
"Play Halo off 25","00743.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album>25</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>HELLO</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Halo off 25","00744.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album>25</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>HELO</title><genre></genre><album>25</album></arguments></tool_call><end_of_turn>"
"Play All of Me off Moonlight Sonata","00745.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>All of Me</title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>All of Me</title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call><end_of_turn>"
"Play All of Me off Moonlight Sonata","00746.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>All of Me</title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Moonlight Sonata</album></arguments></tool_call><end_of_turn>"
"Start the track Thinking Out Loud on When We All Fall Asleep, Where Do We Go?","00747.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Thinking Out Loud</title><genre></genre><album>When We All Fall Asleep, Where Do We Go?</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start the track Thinking Out Loud on When We All Fall Asleep, Where Do We Go?","00748.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Thinking Out Loud</title><genre></genre><album>When We All Fall Asleep, Where Do We Go?</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Unknown</artist><title>Thinking Out Loud</title><genre>Unknown</genre><album>Unknown</album></arguments></tool_call><end_of_turn>"
"Start the track So What on Good Girl Gone Bad","00749.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start the track So What on Good Girl Gone Bad","00750.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>SO WHAT</artist><title>SO WHAT</title><genre></genre><album>GOOD GIRL GONE BAD</album></arguments></tool_call><end_of_turn>"
"Play Blinding Lights off Reputation","00751.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Play Blinding Lights off Reputation","00752.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>REPUTATION</artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album Lemonade by Post Malone","00753.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre></genre><album>Lemonade</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Post</artist><title>Lemonade</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album Lemonade by Post Malone","00754.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre></genre><album>Lemonade</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title>Lemonade</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up Post Malone's album 'Italy'","00755.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre></genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Melones</artist><title>Mityli</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up Post Malone's album 'Italy'","00756.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre></genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Play the album Random Access Memories by Bob Marley","00757.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bob Marley</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bob Marley</artist><title>Runaway</title><genre></genre><album>Random Access Memories</album></arguments></tool_call><end_of_turn>"
"Play the album Random Access Memories by Bob Marley","00758.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bob Marley</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bob Marley</artist><title>Memories</title><genre></genre><album>Random Access Memories</album></arguments></tool_call><end_of_turn>"
"Start When We All Fall Asleep, Where Do We Go? from Jimi Hendrix","00759.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre></genre><album>When We All Fall Asleep, Where Do We Go?</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title>So What</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start When We All Fall Asleep, Where Do We Go? from Jimi Hendrix","00760.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre></genre><album>When We All Fall Asleep, Where Do We Go?</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title>Rache</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album Kind of Blue by Hans Zimmer","00761.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre></genre><album>Kind of Blue</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Kind of Blue</title><genre></genre><album>Kind of Blue</album></arguments></tool_call><end_of_turn>"
"Play the album Kind of Blue by Hans Zimmer","00762.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre></genre><album>Kind of Blue</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Kind of Blue</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start My Beautiful Dark Twisted Fantasy from Hans Zimmer","00763.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre></genre><album>My Beautiful Dark Twisted Fantasy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>My Beautiful Dark Twisted Fantasy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start My Beautiful Dark Twisted Fantasy from Hans Zimmer","00764.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre></genre><album>My Beautiful Dark Twisted Fantasy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Beautiful Dark Twisted Fantasy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Give me Dua Lipa's album 'Good Girl Gone Bad'","00765.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Dua Lipa</artist><title></title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Dua Lipa</artist><title>Good Girl Gone Bad</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Give me Dua Lipa's album 'Good Girl Gone Bad'","00766.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Dua Lipa</artist><title></title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Aloe's album</album></arguments></tool_call><end_of_turn>"
"Put on John Coltrane's album 'Random Access Memories'","00767.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Coltrane</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Coltrane</artist><title>Random Access Memories</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Put on John Coltrane's album 'Random Access Memories'","00768.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Coltrane</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Coltrane</artist><title>Random Access Memories</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album ÷ (Divide) by Pink Floyd","00769.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title></title><genre></genre><album>÷ (Divide)</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Divide</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album ÷ (Divide) by Pink Floyd","00770.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title></title><genre></genre><album>÷ (Divide)</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Divide</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album Good Girl Gone Bad by Johann Sebastian Bach","00771.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Yohann Sebastian Bach</artist><title>Round of Gigue</title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call><end_of_turn>"
"Play the album Good Girl Gone Bad by Johann Sebastian Bach","00772.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album>Good Girl Gone Bad</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ヨハン・セバスティアン・バッハ</artist><title>Good Girl Gone Bad</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Turn on Crystal Gayle's album 'Random Access Memories'","00773.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Turn on Crystal Gayle's album 'Random Access Memories'","00774.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>Ranch</title><genre></genre><album>Random Access Memories</album></arguments></tool_call><end_of_turn>"
"Start The Blueprint from John Legend","00775.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title></title><genre></genre><album>The Blueprint</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title>Blueprint</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start The Blueprint from John Legend","00776.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title></title><genre></genre><album>The Blueprint</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title>The Blueprint</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Please play Rosalía's album 'Kind of Blue'","00777.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Rosalía</artist><title></title><genre></genre><album>Kind of Blue</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rozalía</artist><title>Kaindo</title><genre>Blue</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Please play Rosalía's album 'Kind of Blue'","00778.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Rosalía</artist><title></title><genre></genre><album>Kind of Blue</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Riluzole</artist><title>Kind of Blue</title><genre></genre><album>Kind of Blue</album></arguments></tool_call><end_of_turn>"
"Start Random Access Memories from Jimi Hendrix","00779.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title>Stars</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Random Access Memories from Jimi Hendrix","00780.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre></genre><album>Random Access Memories</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title>Random Access Memories</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Folklore from Nirvana","00781.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title></title><genre></genre><album>Folklore</album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start Folklore from Nirvana","00782.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title></title><genre></genre><album>Folklore</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Folklore</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start The Blueprint from Pyotr Ilyich Tchaikovsky","00783.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pyotr Ilyich Tchaikovsky</artist><title></title><genre></genre><album>The Blueprint</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Tchaikovsky</artist><title>Lullaby</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start The Blueprint from Pyotr Ilyich Tchaikovsky","00784.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pyotr Ilyich Tchaikovsky</artist><title></title><genre></genre><album>The Blueprint</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Piotr Ilyich</artist><title>Blueprint</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album When We All Fall Asleep, Where Do We Go? by Johann Sebastian Bach","00785.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album>When We All Fall Asleep, Where Do We Go?</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Yohann Sebastian Bach</artist><title>Moonlight Sonata</title><genre></genre><album>When We All Fall Asleep</album></arguments></tool_call><end_of_turn>"
"Play the album When We All Fall Asleep, Where Do We Go? by Johann Sebastian Bach","00786.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album>When We All Fall Asleep, Where Do We Go?</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>โย</artist><title>கூட 어디 album</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album Italy by Ella Fitzgerald","00787.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title></title><genre></genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Rach</title><genre></genre><album>Mitzelle</album></arguments></tool_call><end_of_turn>"
"Play the album Italy by Ella Fitzgerald","00788.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title></title><genre></genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Italy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the album 25 by Billie Eilish","00789.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Eilish</artist><title></title><genre></genre><album>25</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Eilish</artist><title>Chair</title><genre></genre><album>25</album></arguments></tool_call><end_of_turn>"
"Play the album 25 by Billie Eilish","00790.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Eilish</artist><title></title><genre></genre><album>25</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Eilish</artist><title>Dance</title><genre></genre><album>25</album></arguments></tool_call><end_of_turn>"
